categoria;nombre_categoria;agrupacion;nombre_agrupacion;lista;nombre_lista
000612007000000;Diputados Provinciales La Rioja - Departamento Famatina;12-007-3;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD ;000612007000000.12-007-3.A.000612007000000.12-007-3;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD 
000612007000000;Diputados Provinciales La Rioja - Departamento Famatina;12-007-4;FRENTE DE TODOS ;000612007000000.12-007-4.A.000612007000000.12-007-4;FRENTE DE TODOS 
000612007000000;Diputados Provinciales La Rioja - Departamento Famatina;12-007-5;FRENTE SOCIAL PARA EL DESARROLLO;000612007000000.12-007-5.A.000612007000000.12-007-5;FRENTE SOCIAL PARA EL DESARROLLO
000612009000000;Diputados Provinciales La Rioja - Departamento General Lamadrid;12-009-1;FRENTE DE TODOS ;000612009000000.12-009-1.A.000612009000000.12-009-1;FRENTE DE TODOS 
000612009000000;Diputados Provinciales La Rioja - Departamento General Lamadrid;12-009-2;UNIDOS SOMOS MAS;000612009000000.12-009-2.A.000612009000000.12-009-2;UNIDOS SOMOS MAS
000612011000000;Diputados Provinciales La Rioja - Departamento Independencia;12-011-1;FRENTE DE TODOS ;000612011000000.12-011-1.A.000612011000000.12-011-1;FRENTE DE TODOS 
000612011000000;Diputados Provinciales La Rioja - Departamento Independencia;12-011-2;PARTIDO DE LA VICTORIA ;000612011000000.12-011-2.A.000612011000000.12-011-2;PARTIDO DE LA VICTORIA 
000612012000000;Diputados Provinciales La Rioja - Departamento Chamical;12-012-1;CONVERGENCIA RIOJANA ;000612012000000.12-012-1.A.000612012000000.12-012-1;CONVERGENCIA RIOJANA 
000612012000000;Diputados Provinciales La Rioja - Departamento Chamical;12-012-10;UNIDOS POR LA VIDA ;000612012000000.12-012-10.A.000612012000000.12-012-10;UNIDOS POR LA VIDA 
000612012000000;Diputados Provinciales La Rioja - Departamento Chamical;12-012-2;FRENTE AMPLIO DE RENOVACION POPULAR- F.A.R.P.;000612012000000.12-012-2.A.000612012000000.12-012-2;FRENTE AMPLIO DE RENOVACION POPULAR- F.A.R.P.
000612012000000;Diputados Provinciales La Rioja - Departamento Chamical;12-012-3;FRENTE DE TODOS ;000612012000000.12-012-3.A.000612012000000.12-012-3;FRENTE DE TODOS 
000612012000000;Diputados Provinciales La Rioja - Departamento Chamical;12-012-4;FRENTE VECINALISTA DEL TERCER SECTOR ;000612012000000.12-012-4.A.000612012000000.12-012-4;FRENTE VECINALISTA DEL TERCER SECTOR 
000612012000000;Diputados Provinciales La Rioja - Departamento Chamical;12-012-5;JUNTOS POR LA RIOJA ;000612012000000.12-012-5.A.000612012000000.12-012-5;JUNTOS POR LA RIOJA 
000612012000000;Diputados Provinciales La Rioja - Departamento Chamical;12-012-6;KOLINA;000612012000000.12-012-6.A.000612012000000.12-012-6;KOLINA
000612012000000;Diputados Provinciales La Rioja - Departamento Chamical;12-012-7;PARTIDO ECO ;000612012000000.12-012-7.A.000612012000000.12-012-7;PARTIDO ECO 
000612012000000;Diputados Provinciales La Rioja - Departamento Chamical;12-012-8;PRF - PARTIDO RENOVADOR FEDERAL;000612012000000.12-012-8.A.000612012000000.12-012-8;PRF - PARTIDO RENOVADOR FEDERAL
000612012000000;Diputados Provinciales La Rioja - Departamento Chamical;12-012-9;UNIDOS POR CHAMICAL ;000612012000000.12-012-9.A.000612012000000.12-012-9;UNIDOS POR CHAMICAL 
000612013000000;Diputados Provinciales La Rioja - Departamento General Angel V. Peñaloza;12-013-1;FRENTE DE TODOS ;000612013000000.12-013-1.A.000612013000000.12-013-1;FRENTE DE TODOS 
000612013000000;Diputados Provinciales La Rioja - Departamento General Angel V. Peñaloza;12-013-2;JUNTOS POR LA RIOJA ;000612013000000.12-013-2.A.000612013000000.12-013-2;JUNTOS POR LA RIOJA 
000612013000000;Diputados Provinciales La Rioja - Departamento General Angel V. Peñaloza;12-013-3;MO.TE.PO.;000612013000000.12-013-3.A.000612013000000.12-013-3;MO.TE.PO.
000612013000000;Diputados Provinciales La Rioja - Departamento General Angel V. Peñaloza;12-013-4;PARTIDO DE LA VICTORIA ;000612013000000.12-013-4.A.000612013000000.12-013-4;PARTIDO DE LA VICTORIA 
000612013000000;Diputados Provinciales La Rioja - Departamento General Angel V. Peñaloza;12-013-5;PARTIDO ECO ;000612013000000.12-013-5.A.000612013000000.12-013-5;PARTIDO ECO 
000612014000000;Diputados Provinciales La Rioja - Departamento General Belgrano;12-014-1;FRENTE DE TODOS ;000612014000000.12-014-1.A.000612014000000.12-014-1;FRENTE DE TODOS 
000612014000000;Diputados Provinciales La Rioja - Departamento General Belgrano;12-014-2;JUNTOS POR LA RIOJA ;000612014000000.12-014-2.A.000612014000000.12-014-2;JUNTOS POR LA RIOJA 
000612014000000;Diputados Provinciales La Rioja - Departamento General Belgrano;12-014-3;PARTIDO DE LA VICTORIA ;000612014000000.12-014-3.A.000612014000000.12-014-3;PARTIDO DE LA VICTORIA 
000612016000000;Diputados Provinciales La Rioja - Departamento General Ortiz de Ocampo;12-016-1;ENCUENTRO POR LA RIOJA;000612016000000.12-016-1.A.000612016000000.12-016-1;ENCUENTRO POR LA RIOJA
000612016000000;Diputados Provinciales La Rioja - Departamento General Ortiz de Ocampo;12-016-2;FRENTE DE TODOS;000612016000000.12-016-2.A.000612016000000.12-016-2;FRENTE DE TODOS
000612016000000;Diputados Provinciales La Rioja - Departamento General Ortiz de Ocampo;12-016-3;JUNTOS POR LA RIOJA;000612016000000.12-016-3.A.000612016000000.12-016-3;JUNTOS POR LA RIOJA
000612016000000;Diputados Provinciales La Rioja - Departamento General Ortiz de Ocampo;12-016-4;MOPIP;000612016000000.12-016-4.A.000612016000000.12-016-4;MOPIP
000612016000000;Diputados Provinciales La Rioja - Departamento General Ortiz de Ocampo;12-016-5;MOVIMIENTO NUEVO FEDERAL;000612016000000.12-016-5.A.000612016000000.12-016-5;MOVIMIENTO NUEVO FEDERAL
000612016000000;Diputados Provinciales La Rioja - Departamento General Ortiz de Ocampo;12-016-6;OCTUBRES;000612016000000.12-016-6.A.000612016000000.12-016-6;OCTUBRES
000612016000000;Diputados Provinciales La Rioja - Departamento General Ortiz de Ocampo;12-016-7;UNAMOS LA RIOJA;000612016000000.12-016-7.A.000612016000000.12-016-7;UNAMOS LA RIOJA
000612016000000;Diputados Provinciales La Rioja - Departamento General Ortiz de Ocampo;12-016-8;VILARI;000612016000000.12-016-8.A.000612016000000.12-016-8;VILARI
000612018000000;Diputados Provinciales La Rioja - Departamento General San Martín;12-018-1;CONDUCCIÓN RENOVADORA;000612018000000.12-018-1.A.000612018000000.12-018-1;CONDUCCIÓN RENOVADORA
000612018000000;Diputados Provinciales La Rioja - Departamento General San Martín;12-018-2;ENCUENTRO POR LA RIOJA;000612018000000.12-018-2.A.000612018000000.12-018-2;ENCUENTRO POR LA RIOJA
000612018000000;Diputados Provinciales La Rioja - Departamento General San Martín;12-018-3;FRENTE DE TODOS;000612018000000.12-018-3.A.000612018000000.12-018-3;FRENTE DE TODOS
000612018000000;Diputados Provinciales La Rioja - Departamento General San Martín;12-018-4;JUNTOS POR LA RIOJA;000612018000000.12-018-4.A.000612018000000.12-018-4;JUNTOS POR LA RIOJA
000612018000000;Diputados Provinciales La Rioja - Departamento General San Martín;12-018-5;PARTIDO ECO;000612018000000.12-018-5.A.000612018000000.12-018-5;PARTIDO ECO
000702000020000;Senadores Provinciales Buenos Aires - Sección 2;02-1911;FRENTE NOS;000702000020000.02-1911.A.000702000020000.02-1911;FRENTE NOS
000702000020000;Senadores Provinciales Buenos Aires - Sección 2;02-503;FRENTE DE TODOS;000702000020000.02-503.A.000702000020000.02-503;FRENTE DE TODOS
000702000020000;Senadores Provinciales Buenos Aires - Sección 2;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000702000020000.133.A.000702000020000.133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000702000020000;Senadores Provinciales Buenos Aires - Sección 2;135;JUNTOS POR EL CAMBIO;000702000020000.135.A.000702000020000.135;JUNTOS POR EL CAMBIO
000702000020000;Senadores Provinciales Buenos Aires - Sección 2;137;CONSENSO FEDERAL;000702000020000.137.A.000702000020000.137;CONSENSO FEDERAL
000702000030000;Senadores Provinciales Buenos Aires - Sección 3;02-1911;FRENTE NOS;000702000030000.02-1911.A.000702000030000.02-1911;FRENTE NOS
000702000030000;Senadores Provinciales Buenos Aires - Sección 3;02-503;FRENTE DE TODOS;000702000030000.02-503.A.000702000030000.02-503;FRENTE DE TODOS
000702000030000;Senadores Provinciales Buenos Aires - Sección 3;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000702000030000.133.A.000702000030000.133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000702000030000;Senadores Provinciales Buenos Aires - Sección 3;135;JUNTOS POR EL CAMBIO;000702000030000.135.A.000702000030000.135;JUNTOS POR EL CAMBIO
000702000030000;Senadores Provinciales Buenos Aires - Sección 3;137;CONSENSO FEDERAL;000702000030000.137.A.000702000030000.137;CONSENSO FEDERAL
000702000060000;Senadores Provinciales Buenos Aires - Sección 6;02-1911;FRENTE NOS;000702000060000.02-1911.A.000702000060000.02-1911;FRENTE NOS
000702000060000;Senadores Provinciales Buenos Aires - Sección 6;02-503;FRENTE DE TODOS;000702000060000.02-503.A.000702000060000.02-503;FRENTE DE TODOS
000702000060000;Senadores Provinciales Buenos Aires - Sección 6;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000702000060000.133.A.000702000060000.133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000702000060000;Senadores Provinciales Buenos Aires - Sección 6;135;JUNTOS POR EL CAMBIO;000702000060000.135.A.000702000060000.135;JUNTOS POR EL CAMBIO
000702000060000;Senadores Provinciales Buenos Aires - Sección 6;137;CONSENSO FEDERAL;000702000060000.137.A.000702000060000.137;CONSENSO FEDERAL
000702000080000;Senadores Provinciales Buenos Aires - Sección 8;02-1911;FRENTE NOS;000702000080000.02-1911.A.000702000080000.02-1911;FRENTE NOS
000702000080000;Senadores Provinciales Buenos Aires - Sección 8;02-503;FRENTE DE TODOS;000702000080000.02-503.A.000702000080000.02-503;FRENTE DE TODOS
000702000080000;Senadores Provinciales Buenos Aires - Sección 8;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000702000080000.133.A.000702000080000.133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000702000080000;Senadores Provinciales Buenos Aires - Sección 8;135;JUNTOS POR EL CAMBIO;000702000080000.135.A.000702000080000.135;JUNTOS POR EL CAMBIO
000702000080000;Senadores Provinciales Buenos Aires - Sección 8;137;CONSENSO FEDERAL;000702000080000.137.A.000702000080000.137;CONSENSO FEDERAL
000703001000000;Senadores Provinciales Catamarca - Departamento Capital;03-503;FRENTE DE TODOS;000703001000000.03-503.A.000703001000000.03-503;FRENTE DE TODOS
000703001000000;Senadores Provinciales Catamarca - Departamento Capital;03-504;CONSENSO FEDERAL;000703001000000.03-504.A.000703001000000.03-504;CONSENSO FEDERAL
000703001000000;Senadores Provinciales Catamarca - Departamento Capital;03-505;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000703001000000.03-505.A.000703001000000.03-505;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000703001000000;Senadores Provinciales Catamarca - Departamento Capital;03-506;JUNTOS POR EL CAMBIO;000703001000000.03-506.A.000703001000000.03-506;JUNTOS POR EL CAMBIO
000703001000000;Senadores Provinciales Catamarca - Departamento Capital;03-69;GEM;000703001000000.03-69.A.000703001000000.03-69;GEM
000703006000000;Senadores Provinciales Catamarca - Departamento Santa Rosa;03-503;FRENTE DE TODOS;000703006000000.03-503.A.000703006000000.03-503;FRENTE DE TODOS
000703006000000;Senadores Provinciales Catamarca - Departamento Santa Rosa;03-506;JUNTOS POR EL CAMBIO;000703006000000.03-506.A.000703006000000.03-506;JUNTOS POR EL CAMBIO
000703008000000;Senadores Provinciales Catamarca - Departamento Valle Viejo;03-503;FRENTE DE TODOS;000703008000000.03-503.A.000703008000000.03-503;FRENTE DE TODOS
000703008000000;Senadores Provinciales Catamarca - Departamento Valle Viejo;03-504;CONSENSO FEDERAL;000703008000000.03-504.A.000703008000000.03-504;CONSENSO FEDERAL
000703008000000;Senadores Provinciales Catamarca - Departamento Valle Viejo;03-506;JUNTOS POR EL CAMBIO;000703008000000.03-506.A.000703008000000.03-506;JUNTOS POR EL CAMBIO
000703008000000;Senadores Provinciales Catamarca - Departamento Valle Viejo;03-69;GEM;000703008000000.03-69.A.000703008000000.03-69;GEM
000703009000000;Senadores Provinciales Catamarca - Departamento Fray Mamerto Esquiu;03-503;FRENTE DE TODOS;000703009000000.03-503.A.000703009000000.03-503;FRENTE DE TODOS
000703009000000;Senadores Provinciales Catamarca - Departamento Fray Mamerto Esquiu;03-504;CONSENSO FEDERAL;000703009000000.03-504.A.000703009000000.03-504;CONSENSO FEDERAL
000703009000000;Senadores Provinciales Catamarca - Departamento Fray Mamerto Esquiu;03-506;JUNTOS POR EL CAMBIO;000703009000000.03-506.A.000703009000000.03-506;JUNTOS POR EL CAMBIO
000703009000000;Senadores Provinciales Catamarca - Departamento Fray Mamerto Esquiu;03-69;GEM;000703009000000.03-69.A.000703009000000.03-69;GEM
000703010000000;Senadores Provinciales Catamarca - Departamento Ambato;03-503;FRENTE DE TODOS;000703010000000.03-503.A.000703010000000.03-503;FRENTE DE TODOS
000703010000000;Senadores Provinciales Catamarca - Departamento Ambato;03-504;CONSENSO FEDERAL;000703010000000.03-504.A.000703010000000.03-504;CONSENSO FEDERAL
000703010000000;Senadores Provinciales Catamarca - Departamento Ambato;03-506;JUNTOS POR EL CAMBIO;000703010000000.03-506.A.000703010000000.03-506;JUNTOS POR EL CAMBIO
000703010000000;Senadores Provinciales Catamarca - Departamento Ambato;03-69;GEM;000703010000000.03-69.A.000703010000000.03-69;GEM
000703011000000;Senadores Provinciales Catamarca - Departamento Poman;03-503;FRENTE DE TODOS;000703011000000.03-503.A.000703011000000.03-503;FRENTE DE TODOS
000703011000000;Senadores Provinciales Catamarca - Departamento Poman;03-506;JUNTOS POR EL CAMBIO;000703011000000.03-506.A.000703011000000.03-506;JUNTOS POR EL CAMBIO
000703011000000;Senadores Provinciales Catamarca - Departamento Poman;03-69;GEM;000703011000000.03-69.A.000703011000000.03-69;GEM
000703012000000;Senadores Provinciales Catamarca - Departamento Andalgala;03-503;FRENTE DE TODOS;000703012000000.03-503.A.000703012000000.03-503;FRENTE DE TODOS
000703012000000;Senadores Provinciales Catamarca - Departamento Andalgala;03-506;JUNTOS POR EL CAMBIO;000703012000000.03-506.A.000703012000000.03-506;JUNTOS POR EL CAMBIO
000703012000000;Senadores Provinciales Catamarca - Departamento Andalgala;03-69;GEM;000703012000000.03-69.A.000703012000000.03-69;GEM
000703013000000;Senadores Provinciales Catamarca - Departamento Belen;03-503;FRENTE DE TODOS;000703013000000.03-503.A.000703013000000.03-503;FRENTE DE TODOS
000703013000000;Senadores Provinciales Catamarca - Departamento Belen;03-504;CONSENSO FEDERAL;000703013000000.03-504.A.000703013000000.03-504;CONSENSO FEDERAL
000703013000000;Senadores Provinciales Catamarca - Departamento Belen;03-506;JUNTOS POR EL CAMBIO;000703013000000.03-506.A.000703013000000.03-506;JUNTOS POR EL CAMBIO
000801000000000;Diputados/as Ciudad Autónoma de Buenos Aires;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000801000000000.01-501.A.000801000000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000801000000000;Diputados/as Ciudad Autónoma de Buenos Aires;01-502;FRENTE DE TODOS;000801000000000.01-502.A.000801000000000.01-502;FRENTE DE TODOS
000801000000000;Diputados/as Ciudad Autónoma de Buenos Aires;01-503;JUNTOS POR EL CAMBIO;000801000000000.01-503.A.000801000000000.01-503;JUNTOS POR EL CAMBIO
000801000000000;Diputados/as Ciudad Autónoma de Buenos Aires;01-504;CONSENSO FEDERAL;000801000000000.01-504.A.000801000000000.01-504;CONSENSO FEDERAL
000801000000000;Diputados/as Ciudad Autónoma de Buenos Aires;87;UNITE POR LA LIBERTAD Y LA DIGNIDAD;000801000000000.87.A.000801000000000.87;UNITE POR LA LIBERTAD Y LA DIGNIDAD
000901001000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 1;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901001000000.01-501.A.000901001000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901001000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 1;01-502;FRENTE DE TODOS;000901001000000.01-502.A.000901001000000.01-502;FRENTE DE TODOS
000901001000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 1;01-503;JUNTOS POR EL CAMBIO;000901001000000.01-503.A.000901001000000.01-503;JUNTOS POR EL CAMBIO
000901001000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 1;01-504;CONSENSO FEDERAL;000901001000000.01-504.A.000901001000000.01-504;CONSENSO FEDERAL
000901002000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 2;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901002000000.01-501.A.000901002000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901002000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 2;01-502;FRENTE DE TODOS;000901002000000.01-502.A.000901002000000.01-502;FRENTE DE TODOS
000901002000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 2;01-503;JUNTOS POR EL CAMBIO;000901002000000.01-503.A.000901002000000.01-503;JUNTOS POR EL CAMBIO
000901002000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 2;01-504;CONSENSO FEDERAL;000901002000000.01-504.A.000901002000000.01-504;CONSENSO FEDERAL
000901003000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 3;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901003000000.01-501.A.000901003000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901003000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 3;01-502;FRENTE DE TODOS;000901003000000.01-502.A.000901003000000.01-502;FRENTE DE TODOS
000901003000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 3;01-503;JUNTOS POR EL CAMBIO;000901003000000.01-503.A.000901003000000.01-503;JUNTOS POR EL CAMBIO
000901003000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 3;01-504;CONSENSO FEDERAL;000901003000000.01-504.A.000901003000000.01-504;CONSENSO FEDERAL
000901004000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 4;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901004000000.01-501.A.000901004000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901004000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 4;01-502;FRENTE DE TODOS;000901004000000.01-502.A.000901004000000.01-502;FRENTE DE TODOS
000901004000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 4;01-503;JUNTOS POR EL CAMBIO;000901004000000.01-503.A.000901004000000.01-503;JUNTOS POR EL CAMBIO
000901004000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 4;01-504;CONSENSO FEDERAL;000901004000000.01-504.A.000901004000000.01-504;CONSENSO FEDERAL
000901005000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 5;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901005000000.01-501.A.000901005000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901005000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 5;01-502;FRENTE DE TODOS;000901005000000.01-502.A.000901005000000.01-502;FRENTE DE TODOS
000901005000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 5;01-503;JUNTOS POR EL CAMBIO;000901005000000.01-503.A.000901005000000.01-503;JUNTOS POR EL CAMBIO
000901005000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 5;01-504;CONSENSO FEDERAL;000901005000000.01-504.A.000901005000000.01-504;CONSENSO FEDERAL
000901006000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901006000000.01-501.A.000901006000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901006000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6;01-502;FRENTE DE TODOS;000901006000000.01-502.A.000901006000000.01-502;FRENTE DE TODOS
000901006000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6;01-503;JUNTOS POR EL CAMBIO;000901006000000.01-503.A.000901006000000.01-503;JUNTOS POR EL CAMBIO
000901006000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6;01-504;CONSENSO FEDERAL;000901006000000.01-504.A.000901006000000.01-504;CONSENSO FEDERAL
000901006000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 6;87;UNITE POR LA LIBERTAD Y LA DIGNIDAD;000901006000000.87.A.000901006000000.87;UNITE POR LA LIBERTAD Y LA DIGNIDAD
000901007000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 7;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901007000000.01-501.A.000901007000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901007000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 7;01-502;FRENTE DE TODOS;000901007000000.01-502.A.000901007000000.01-502;FRENTE DE TODOS
000901007000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 7;01-503;JUNTOS POR EL CAMBIO;000901007000000.01-503.A.000901007000000.01-503;JUNTOS POR EL CAMBIO
000901007000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 7;01-504;CONSENSO FEDERAL;000901007000000.01-504.A.000901007000000.01-504;CONSENSO FEDERAL
000901008000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901008000000.01-501.A.000901008000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901008000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8;01-502;FRENTE DE TODOS;000901008000000.01-502.A.000901008000000.01-502;FRENTE DE TODOS
000901008000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8;01-503;JUNTOS POR EL CAMBIO;000901008000000.01-503.A.000901008000000.01-503;JUNTOS POR EL CAMBIO
000901008000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8;01-504;CONSENSO FEDERAL;000901008000000.01-504.A.000901008000000.01-504;CONSENSO FEDERAL
000901008000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 8;87;UNITE POR LA LIBERTAD Y LA DIGNIDAD;000901008000000.87.A.000901008000000.87;UNITE POR LA LIBERTAD Y LA DIGNIDAD
000901009000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901009000000.01-501.A.000901009000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901009000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9;01-502;FRENTE DE TODOS;000901009000000.01-502.A.000901009000000.01-502;FRENTE DE TODOS
000901009000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9;01-503;JUNTOS POR EL CAMBIO;000901009000000.01-503.A.000901009000000.01-503;JUNTOS POR EL CAMBIO
000901009000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9;01-504;CONSENSO FEDERAL;000901009000000.01-504.A.000901009000000.01-504;CONSENSO FEDERAL
000901009000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 9;87;UNITE POR LA LIBERTAD Y LA DIGNIDAD;000901009000000.87.A.000901009000000.87;UNITE POR LA LIBERTAD Y LA DIGNIDAD
000901010000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 10;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901010000000.01-501.A.000901010000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901010000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 10;01-502;FRENTE DE TODOS;000901010000000.01-502.A.000901010000000.01-502;FRENTE DE TODOS
000901010000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 10;01-503;JUNTOS POR EL CAMBIO;000901010000000.01-503.A.000901010000000.01-503;JUNTOS POR EL CAMBIO
000901010000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 10;01-504;CONSENSO FEDERAL;000901010000000.01-504.A.000901010000000.01-504;CONSENSO FEDERAL
000901010000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 10;87;UNITE POR LA LIBERTAD Y LA DIGNIDAD;000901010000000.87.A.000901010000000.87;UNITE POR LA LIBERTAD Y LA DIGNIDAD
000901011000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 11;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901011000000.01-501.A.000901011000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901011000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 11;01-502;FRENTE DE TODOS;000901011000000.01-502.A.000901011000000.01-502;FRENTE DE TODOS
000901011000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 11;01-503;JUNTOS POR EL CAMBIO;000901011000000.01-503.A.000901011000000.01-503;JUNTOS POR EL CAMBIO
000901011000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 11;01-504;CONSENSO FEDERAL;000901011000000.01-504.A.000901011000000.01-504;CONSENSO FEDERAL
000901011000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 11;87;UNITE POR LA LIBERTAD Y LA DIGNIDAD;000901011000000.87.A.000901011000000.87;UNITE POR LA LIBERTAD Y LA DIGNIDAD
000901012000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 12;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901012000000.01-501.A.000901012000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901012000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 12;01-502;FRENTE DE TODOS;000901012000000.01-502.A.000901012000000.01-502;FRENTE DE TODOS
