categoria;nombre_categoria;agrupacion;nombre_agrupacion;lista;nombre_lista
001002076000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Mercedes;137;CONSENSO FEDERAL;001002076000000.137.A.001002076000000.137;Cardozo Francisco Ezequiel *Pacha*
001002077000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Merlo;02-1911;FRENTE NOS;001002077000000.02-1911.A.001002077000000.02-1911;Heffler, Alberto Javier
001002077000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Merlo;02-503;FRENTE DE TODOS;001002077000000.02-503.A.001002077000000.02-503;Menendez Gustavo Adolfo
001002077000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Merlo;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002077000000.133.A.001002077000000.133;Franco Cristian Adrián
001002077000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Merlo;135;JUNTOS POR EL CAMBIO;001002077000000.135.A.001002077000000.135;Zencich, David Mauricio
001002077000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Merlo;137;CONSENSO FEDERAL;001002077000000.137.A.001002077000000.137;Martino Osvaldo Jorge Gerardo
001002078000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Monte;02-503;FRENTE DE TODOS;001002078000000.02-503.A.001002078000000.02-503;Mayol, Sandra Marcela
001002078000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Monte;135;JUNTOS POR EL CAMBIO;001002078000000.135.A.001002078000000.135;Castro Jose Matildo
001002079000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Moreno;02-1911;FRENTE NOS;001002079000000.02-1911.A.001002079000000.02-1911;Sotomayor, Horacio J.
001002079000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Moreno;02-503;FRENTE DE TODOS;001002079000000.02-503.A.001002079000000.02-503;Fernandez Melina Mariel
001002079000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Moreno;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002079000000.133.A.001002079000000.133;Vergara Dario Oscar
001002079000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Moreno;135;JUNTOS POR EL CAMBIO;001002079000000.135.A.001002079000000.135;Asseff, Anibal Julio
001002079000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Moreno;137;CONSENSO FEDERAL;001002079000000.137.A.001002079000000.137;Alvarez Griselda Karina
001002080000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Moron;02-1911;FRENTE NOS;001002080000000.02-1911.A.001002080000000.02-1911;Fernandez, Carlos Fabian
001002080000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Moron;02-503;FRENTE DE TODOS;001002080000000.02-503.A.001002080000000.02-503;Ghi Lucas Hernan
001002080000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Moron;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002080000000.133.A.001002080000000.133;Sebriano José Alejandro
001002080000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Moron;135;JUNTOS POR EL CAMBIO;001002080000000.135.A.001002080000000.135;Tagliaferro, Ramiro Cesar
001002080000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Moron;137;CONSENSO FEDERAL;001002080000000.137.A.001002080000000.137;Cassese Lilia Estrella Marina
001002081000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Navarro;02-503;FRENTE DE TODOS;001002081000000.02-503.A.001002081000000.02-503;Maggiotti Santiago Alejandro
001002081000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Navarro;135;JUNTOS POR EL CAMBIO;001002081000000.135.A.001002081000000.135;Castellari, Alfredo *Cacho*
001002081000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Navarro;137;CONSENSO FEDERAL;001002081000000.137.A.001002081000000.137;Terrile Juan Carlos
001002082000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Necochea;02-503;FRENTE DE TODOS;001002082000000.02-503.A.001002082000000.02-503;López, Facundo Manuel
001002082000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Necochea;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002082000000.133.A.001002082000000.133;Mancino Carlos Miguel
001002082000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Necochea;135;JUNTOS POR EL CAMBIO;001002082000000.135.A.001002082000000.135;Rojas, Arturo Alfredo
001002082000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Necochea;137;CONSENSO FEDERAL;001002082000000.137.A.001002082000000.137;Steffen Maria Natalia
001002082000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Necochea;02-864;MOVIMIENTO ORGANIZACION DEMOCRATICA-MODE;001002082000000.02-864.A.001002082000000.02-864;Giorgetti Leonardo Esteban
001002083000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido 9 de Julio;02-503;FRENTE DE TODOS;001002083000000.02-503.A.001002083000000.02-503;Esteban, Mauro Ezequiel
001002083000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido 9 de Julio;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002083000000.133.A.001002083000000.133;Lanieri Dario Ezequiel
001002083000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido 9 de Julio;135;JUNTOS POR EL CAMBIO;001002083000000.135.A.001002083000000.135;Barroso, Mariano Edmundo
001002083000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido 9 de Julio;137;CONSENSO FEDERAL;001002083000000.137.A.001002083000000.137;Battistella Walter Roberto
001002084000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Olavarria;02-503;FRENTE DE TODOS;001002084000000.02-503.A.001002084000000.02-503;Aguilera Federico Luis
001002084000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Olavarria;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002084000000.133.A.001002084000000.133;Almeida Yessica Yasmin
001002084000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Olavarria;135;JUNTOS POR EL CAMBIO;001002084000000.135.A.001002084000000.135;Galli, Ezequiel
001002084000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Olavarria;137;CONSENSO FEDERAL;001002084000000.137.A.001002084000000.137;Eseverri Jose Maria
001002085000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pehuajo;02-503;FRENTE DE TODOS;001002085000000.02-503.A.001002085000000.02-503;Zurro, Pablo Javier
001002085000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pehuajo;135;JUNTOS POR EL CAMBIO;001002085000000.135.A.001002085000000.135;Cumba, Juan Miguel
001002086000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pellegrini;02-503;FRENTE DE TODOS;001002086000000.02-503.A.001002086000000.02-503;Iglesias, Maria Jose
001002086000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pellegrini;135;JUNTOS POR EL CAMBIO;001002086000000.135.A.001002086000000.135;Pacheco, Guillermo Luis
001002087000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pergamino;02-503;FRENTE DE TODOS;001002087000000.02-503.A.001002087000000.02-503;Ball Lima, Maria Eugenia
001002087000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pergamino;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002087000000.133.A.001002087000000.133;Tesone Oscar Dario
001002087000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pergamino;135;JUNTOS POR EL CAMBIO;001002087000000.135.A.001002087000000.135;Martinez, Javier Arturo
001002087000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pergamino;137;CONSENSO FEDERAL;001002087000000.137.A.001002087000000.137;Gutierrez Hector Maria
001002088000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pila;02-503;FRENTE DE TODOS;001002088000000.02-503.A.001002088000000.02-503;Walker Gustavo Alfredo
001002088000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pila;135;JUNTOS POR EL CAMBIO;001002088000000.135.A.001002088000000.135;Etchemendy, Claudio Bernardo
001002089000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pilar;02-1911;FRENTE NOS;001002089000000.02-1911.A.001002089000000.02-1911;Simmermacher, Jorge Augusto Carlos
001002089000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pilar;02-503;FRENTE DE TODOS;001002089000000.02-503.A.001002089000000.02-503;De Achaval, Federico
001002089000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pilar;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002089000000.133.A.001002089000000.133;Espasa Natalia Marisa
001002089000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pilar;135;JUNTOS POR EL CAMBIO;001002089000000.135.A.001002089000000.135;Ducoté *Nico*
001002089000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pilar;137;CONSENSO FEDERAL;001002089000000.137.A.001002089000000.137;Aguero Hugo Fabian
001002090000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pinamar;02-503;FRENTE DE TODOS;001002090000000.02-503.A.001002090000000.02-503;Estanga Gregorio Claudio
001002090000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pinamar;02-737;PROPIN-PROPUESTA PINAMAR;001002090000000.02-737.A.001002090000000.02-737;Guerrero Marcos
001002090000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pinamar;135;JUNTOS POR EL CAMBIO;001002090000000.135.A.001002090000000.135;Yeza, Martin Ivan
001002090000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Pinamar;137;CONSENSO FEDERAL;001002090000000.137.A.001002090000000.137;Urrizola Augusto B.
001002091000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Puan;02-503;FRENTE DE TODOS;001002091000000.02-503.A.001002091000000.02-503;Rueda Dario Cesar
001002091000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Puan;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002091000000.133.A.001002091000000.133;Losada Karina Julia
001002091000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Puan;135;JUNTOS POR EL CAMBIO;001002091000000.135.A.001002091000000.135;Castelli Facundo David
001002092000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Quilmes;02-503;FRENTE DE TODOS;001002092000000.02-503.A.001002092000000.02-503;Mayra Mendoza
001002092000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Quilmes;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002092000000.133.A.001002092000000.133;Lacorte Carla Sonia
001002092000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Quilmes;135;JUNTOS POR EL CAMBIO;001002092000000.135.A.001002092000000.135;Molina, Martiniano
001002092000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Quilmes;137;CONSENSO FEDERAL;001002092000000.137.A.001002092000000.137;Perez Fernando
001002093000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ramallo;02-503;FRENTE DE TODOS;001002093000000.02-503.A.001002093000000.02-503;Poletti Mauro David
001002093000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ramallo;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002093000000.133.A.001002093000000.133;Aramburu, Leonardo Rogelio
001002093000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ramallo;135;JUNTOS POR EL CAMBIO;001002093000000.135.A.001002093000000.135;Perie, Gustavo Haroldo
001002093000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ramallo;137;CONSENSO FEDERAL;001002093000000.137.A.001002093000000.137;Bellocchio Marisa Esther
001002094000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rauch;02-503;FRENTE DE TODOS;001002094000000.02-503.A.001002094000000.02-503;Jodor Marisol Andrea
001002094000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rauch;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002094000000.133.A.001002094000000.133;Mutuberria Carla Agustina
001002094000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rauch;135;JUNTOS POR EL CAMBIO;001002094000000.135.A.001002094000000.135;Suescun, Roberto Maximiliano
001002095000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rivadavia;02-503;FRENTE DE TODOS;001002095000000.02-503.A.001002095000000.02-503;Policano, Nestor Roberto
001002095000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rivadavia;135;JUNTOS POR EL CAMBIO;001002095000000.135.A.001002095000000.135;Reynoso, Javier Ulises
001002096000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rojas;02-503;FRENTE DE TODOS;001002096000000.02-503.A.001002096000000.02-503;Rivolta Ricardo Adrian
001002096000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rojas;135;JUNTOS POR EL CAMBIO;001002096000000.135.A.001002096000000.135;Rossi, Claudio Alberto
001002096000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rojas;137;CONSENSO FEDERAL;001002096000000.137.A.001002096000000.137;Peñalva Rene Orlando
001002097000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Roque Perez;02-503;FRENTE DE TODOS;001002097000000.02-503.A.001002097000000.02-503;Gasparini Juan Carlos *Chinchu*
001002097000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Roque Perez;135;JUNTOS POR EL CAMBIO;001002097000000.135.A.001002097000000.135;Cravero, Juan Maria*Juancho*
001002098000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saavedra;02-1911;FRENTE NOS;001002098000000.02-1911.A.001002098000000.02-1911;Otondo Daniel C.
001002098000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saavedra;02-503;FRENTE DE TODOS;001002098000000.02-503.A.001002098000000.02-503;Corvatta, Alejandro Hugo
001002098000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saavedra;02-858;TODOS POR SAAVEDRA;001002098000000.02-858.A.001002098000000.02-858;Nebot Matias
001002098000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saavedra;135;JUNTOS POR EL CAMBIO;001002098000000.135.A.001002098000000.135;Notararigo, Gustavo Javier
001002099000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saladillo;02-503;FRENTE DE TODOS;001002099000000.02-503.A.001002099000000.02-503;Sarlo Amaro Ismael
001002099000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saladillo;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002099000000.133.A.001002099000000.133;Di Giacomo, Rene Alfredo
001002099000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saladillo;135;JUNTOS POR EL CAMBIO;001002099000000.135.A.001002099000000.135;Salomon, Jose Luis
001002099000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saladillo;137;CONSENSO FEDERAL;001002099000000.137.A.001002099000000.137;Garcia Juan Francisco
001002100000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salliquelo;02-503;FRENTE DE TODOS;001002100000000.02-503.A.001002100000000.02-503;Succurro Ariel Horacio
001002100000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salliquelo;02-792;UNION VECINAL SALLIQUELO;001002100000000.02-792.A.001002100000000.02-792;Nosetti Juan Miguel
001002100000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salliquelo;135;JUNTOS POR EL CAMBIO;001002100000000.135.A.001002100000000.135;Hernandez, Jorge Alberto
001002101000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salto;02-1911;FRENTE NOS;001002101000000.02-1911.A.001002101000000.02-1911;Fuhr, Horacio Roberto
001002101000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salto;02-503;FRENTE DE TODOS;001002101000000.02-503.A.001002101000000.02-503;Ricardo *Cura*, Alessandro
001002101000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salto;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002101000000.133.A.001002101000000.133;Lopez Juan Ignacio
001002101000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salto;135;JUNTOS POR EL CAMBIO;001002101000000.135.A.001002101000000.135;Arimay, Daniel Hernan
001002101000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salto;137;CONSENSO FEDERAL;001002101000000.137.A.001002101000000.137;Basset Sergio Jose
001002102000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S. A. de Giles;02-503;FRENTE DE TODOS;001002102000000.02-503.A.001002102000000.02-503;Puglelli, Carlos Javier
001002102000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S. A. de Giles;135;JUNTOS POR EL CAMBIO;001002102000000.135.A.001002102000000.135;Lacanette, Eugenio Maria
001002102000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S. A. de Giles;137;CONSENSO FEDERAL;001002102000000.137.A.001002102000000.137;Chamorro Jesus Maria
001002103000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S.A. de Areco;02-503;FRENTE DE TODOS;001002103000000.02-503.A.001002103000000.02-503;Marinkovic Nicolas Augusto
001002103000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S.A. de Areco;135;JUNTOS POR EL CAMBIO;001002103000000.135.A.001002103000000.135;Ratto, Francisco
001002103000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S.A. de Areco;137;CONSENSO FEDERAL;001002103000000.137.A.001002103000000.137;Kaczan Andres Leonardo
001002104000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Cayetano;02-503;FRENTE DE TODOS;001002104000000.02-503.A.001002104000000.02-503;Escala Luis Maria
001002104000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Cayetano;135;JUNTOS POR EL CAMBIO;001002104000000.135.A.001002104000000.135;Gargaglione, Miguel Angel
001002105000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando;02-503;FRENTE DE TODOS;001002105000000.02-503.A.001002105000000.02-503;Andreotti, Juan Francisco
001002105000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002105000000.133.A.001002105000000.133;Arrecegor Ximena De La Merced
001002105000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando;135;JUNTOS POR EL CAMBIO;001002105000000.135.A.001002105000000.135;Ciarletta, Agustina
001002105000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando;137;CONSENSO FEDERAL;001002105000000.137.A.001002105000000.137;Poggi Guillermo
001002106000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro;02-1912;CONVOCACIÓN CÍVICA - CAMBIA SAN ISIDRO;001002106000000.02-1912.A.001002106000000.02-1912;Hilding Ohlsson, Marcos
001002106000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro;02-503;FRENTE DE TODOS;001002106000000.02-503.A.001002106000000.02-503;Gelay Federico Alberto
001002106000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002106000000.133.A.001002106000000.133;Cuellar Margarita Antonia
001002106000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro;135;JUNTOS POR EL CAMBIO;001002106000000.135.A.001002106000000.135;Posse, Gustavo
001002106000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro;137;CONSENSO FEDERAL;001002106000000.137.A.001002106000000.137;Enriquez Sanchez Negrete, Abel Mario
001002107000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas;02-1911;FRENTE NOS;001002107000000.02-1911.A.001002107000000.02-1911;Diaz Ruben Mauricio
001002107000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas;02-503;FRENTE DE TODOS;001002107000000.02-503.A.001002107000000.02-503;Comerio Cecilia Lorena
001002107000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002107000000.133.A.001002107000000.133;Berg Federico Jose
001002107000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas;135;JUNTOS POR EL CAMBIO;001002107000000.135.A.001002107000000.135;Passaglia, Manuel
001002107000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas;137;CONSENSO FEDERAL;001002107000000.137.A.001002107000000.137;Ouakim Gustavo Andres
001002108000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro;02-503;FRENTE DE TODOS;001002108000000.02-503.A.001002108000000.02-503;Noat, Ester Noemi
001002108000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002108000000.133.A.001002108000000.133;Marabert Ademar
001002108000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro;135;JUNTOS POR EL CAMBIO;001002108000000.135.A.001002108000000.135;Salazar, Cecilio
001002108000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro;137;CONSENSO FEDERAL;001002108000000.137.A.001002108000000.137;Nouet Fernando Gabriel
001002109000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente;02-503;FRENTE DE TODOS;001002109000000.02-503.A.001002109000000.02-503;Mantegazza Nicolas Pablo
001002109000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002109000000.133.A.001002109000000.133;Rodriguez Nicolas Ezequiel
001002109000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente;135;JUNTOS POR EL CAMBIO;001002109000000.135.A.001002109000000.135;Gomez, Mauricio
001002109000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente;137;CONSENSO FEDERAL;001002109000000.137.A.001002109000000.137;Raimondo Marcelo
