year;province;pbg_manufactura;pbg_total_pm;pbg_total_pp;ic;ic_on;ic_op;ic_tributarios;ic_tributarios_op;ic_tributarios_op_iibb;ic_tributarios_op_inmob;ic_tributarios_op_sellos;ic_tributarios_op_autom;ic_tributarios_op_otros;ic_tributarios_on;ic_transferencias;ic_otros;ik;ik_op;ik_on;ik_dif;i_on;it;gc;gc_consumo;gc_consumo_personal;gc_rentas;gc_transferencias;gc_transferencias_sprivado;gc_transferencias_spublico;gc_transferencias_sexterno;gk;gk_ird;gk_transferencias;gk_transferencias_sprivado;gk_transferencias_spublico;gk_transferencias_sexterno;gk_if;gt;personal (planta ocupada);salario_promedio (gasto medio);population;apn_gconsumo;apn_grentasprop;apn_prestss;apn_impdir;apn_transf;apn_corrientes (confirmar si es el total);apn_IRD;apn_transfK;apn_invfciera;apn_capital (confirmar si es el total);gn_admgub;gn_defensa;gn_servsoc;gn_servecon;gn_deuda;gn_total
2005;Chubut;399,49;3635,53;3629,63;1687,22;628,07;1059,15;830,93;243,46;198,04;0,04;31,51;0,00;13,87;587,48;40,59;815,69;116,75;0,86;85,94;29,95;714,01;2108,56;1488,08;1054,70;832,43;33,17;167,00;69,75;97,25;0,00;584,59;352,25;159,56;7,57;151,99;0,00;72,79;2105,83;27450;2299,36;445458;126,574517;0;194,105414;0;248;568;44;85;1;130;33,70;59,69;509,36;94,04;0;696,7873835
2005;Cordoba;3565,70;;23751,12;5283,33;3589,36;1693,97;4400,65;1469,98;1048,15;263,48;93,99;58,20;6,14;2930,67;658,69;223,99;146,42;0,00;43,97;102,45;3633,33;6320,91;4148,99;2683,30;2072,99;181,91;1283,78;415,93;867,86;0,00;689,98;599,91;68,28;12,18;56,10;0,00;21,79;6186,19;95723;1662,82;3254279;294,762096;0,01735;1294,713835;0;1663;3253;181;196;2;378;35,80;83,69;3424,20;165,80;0;3709,494003
2005;Corrientes;528,07;;3850,64;1542,00;1345,49;196,51;1424,88;157,23;88,30;26,12;19,45;0,00;23,36;1267,65;77,84;39,28;142,47;0,48;112,54;29,45;1458,03;1914,78;1262,31;911,98;745,14;55,75;294,58;137,50;157,08;0,00;429,08;380,18;24,22;0,02;24,20;0,00;24,67;1983,40;44386;1284,68;980813;93,134382;0,011991;236,094248;0;534;863;19;95;1;115;22,70;24,54;932,33;47,41;0;1026,984778
2005;Entre Rios;1671,90;13347,95;11703,81;2494,78;1854,57;640,22;2141,38;511,72;256,97;121,10;44,88;38,37;50,40;1629,65;224,91;128,49;83,59;0,09;69,48;14,02;1924,05;2925,80;1925,36;1392,71;1180,04;70,92;461,73;220,38;241,35;0,00;317,95;287,40;16,41;3,87;12,54;0,00;14,13;2762,86;60418;1495,88;1217212;121,595968;0,00535;446,212769;0;605;1173;80;96;1;177;25,80;45,90;1191,11;146,71;0;1409,531302
2005;Formosa;93,26;;1640,86;1336,50;1247,72;88,78;1263,45;66,00;52,18;1,48;7,44;0,00;4,90;1197,45;50,26;22,78;110,43;0,59;109,84;0,00;1357,56;1596,88;1029,18;796,78;583,39;71,10;161,30;41,96;119,34;0,00;382,60;294,46;5,86;3,17;2,69;0,00;82,27;1591,09;35963;1233,69;517506;53,92175;0;94,022679;0;347;495;47;100;0;148;5,47;31,65;623,62;171,05;0;831,783686
2005;Jujuy;380,26;;2536,92;1259,92;1121,25;138,67;1081,58;114,17;85,42;7,49;10,99;0,00;10,27;967,41;153,84;24,50;135,12;17,46;116,93;0,73;1238,18;1395,04;1146,31;716,88;635,34;66,74;362,68;121,21;241,47;0,00;215,83;183,95;6,73;6,73;0,00;0,00;25,15;1362,14;37213;1313,30;652577;40,79846;0;304,49667;0;403;749;25;101;0;126;8,42;14,17;871,25;76,41;0;970,2482433
2005;La Pampa;102,68;;2242,71;1181,77;737,68;444,09;866,85;226,35;126,40;37,28;37,31;24,71;0,66;640,50;97,18;217,74;148,88;0,24;125,92;22,72;863,60;1442,37;784,76;562,35;413,72;10,91;211,50;30,01;181,49;0,00;309,69;285,84;8,74;3,33;5,42;0,00;15,10;1176,00;;;;66,033607;0,005583;166,525989;0;230;463;55;76;1;132;56,23;16,76;481,98;100,94;0;655,9192277
2005;La Rioja;254,00;2012,21;2012,21;1067,33;967,54;99,79;755,26;60,66;48,08;3,68;1,47;7,41;0,01;694,60;272,94;39,13;74,72;0,51;64,11;10,11;1031,64;1142,05;878,28;515,67;402,08;26,55;336,06;127,57;208,49;0,00;293,85;158,16;126,72;88,07;38,65;0,00;8,97;1172,12;22695;1362,81;320602;23,312987;0;364,405814;0;376;764;26;60;0;86;250,80;5,96;571,44;47,85;0;876,0504067
2005;Mendoza;1967,08;11882,23;;2862,61;1498,58;1364,03;2170,37;756,50;481,86;86,23;89,60;89,35;9,47;1413,87;84,71;607,53;124,09;11,44;53,61;59,04;1552,19;2986,70;2435,81;1640,59;1263,96;105,32;689,89;224,61;465,28;0,00;362,49;213,84;0,00;0,00;0,00;0,00;148,65;2798,30;64045;1518,11;1675309;183,112136;0;851,111882;0;615;1649;65;111;1;177;28,10;54,21;1511,91;138,86;0;1733,078095
2005;Misiones;738,30;4010,92;;1627,40;1318,54;308,86;1407,89;256,95;204,88;26,52;18,30;3,84;3,41;1150,94;167,60;51,91;152,20;0,59;128,70;22,91;1447,23;1957,53;1252,86;772,41;645,32;69,99;410,46;241,42;169,04;0,00;525,48;491,07;17,87;12,10;5,77;0,00;16,54;1924,11;40045;1232,49;1029645;118,328853;0,00535;200,134951;0;453;772;29;115;1;144;17,14;52,88;830,28;96,19;0;996,4952982
2005;Neuquen;623,00;13281,69;;2943,66;687,50;2014,74;1098,20;473,79;392,17;18,08;63,54;0,00;0,00;624,418;63,085;1540,953;33,230;9,823;2,214;21,193;689,716;3174,521;2105,210;1385,968;976,666;57,138;662,104;232,355;429,749;0,000;593,093;374,354;83,239;55,509;27,730;0,000;135,501;3101,016;40914;1808,14;521439;96,447436;0,002;156,868665;0;281;535;30;91;1;121;23,27;27,23;414,23;77,30;0;542,0285142
2005;Rio Negro;249,77;3781,63;;1463,74;905,73;558,01;1152,52;301,33;201,65;33,18;31,03;28,55;6,93;851,18;54,55;256,68;93,34;20,04;53,08;20,22;958,81;1557,08;1343,24;962,29;697,45;82,24;298,71;100,01;194,31;4,39;211,61;197,97;3,97;0,17;3,80;0,00;9,67;1554,85;36740;1460,26;587430;71,877209;0,01075;353,147241;0;265;690;49;103;0;152;38,64;20,04;745,63;102,70;0;907,0198185
2005;Salta;332,46;3323,46;;1773,46;1372,89;400,57;1648,76;339,76;268,06;8,19;47,69;0,00;15,82;1309,00;63,89;60,81;86,32;11,54;60,28;14,50;1433,17;1859,78;1393,35;938,27;762,82;37,80;417,28;128,95;288,33;0,00;423,97;356,91;33,11;16,94;16,17;0,00;33,95;1817,32;41043;1429,67;1161484;99,690077;0,00535;530,843941;0;539;1170;67;92;0;159;16,51;24,47;1098,71;48,93;0;1188,625982
2005;San Juan;450,07;3055,60;;1375,59;1145,06;224,30;1289,72;183,48;122,79;15,39;15,08;17,48;12,74;1106,24;38,82;47,05;118,43;0,02;102,93;15,48;1247,99;1494,02;947,67;693,99;593,07;44,62;209,06;67,18;141,88;0,00;346,53;273,72;0,41;0,26;0,15;0,00;72,40;1294,19;29655;1538,38;666446;34,982204;0,0055;540,397653;0;359;934;19;154;1;174;4,91;9,49;869,15;154,73;0;1038,273463
2005;San Luis;1174,53;3247,98;;1100,70;839,79;260,91;998,07;236,97;164,15;28,97;16,22;13,34;14,30;761,10;78,68;23,94;27,10;0,23;0,04;26,84;839,83;1127,80;626,28;476,73;369,03;5,61;143,93;88,24;55,69;0,00;502,72;288,60;207,88;207,88;0,00;0,00;6,24;1129,00;;;;41,060622;0,00535;205,2253;0;281;527;11;54;0;64;64,41;23,88;450,17;44,23;0;582,6824471
2005;Santa Cruz;113,35;3356,68;2994,14;1748,73;759,44;989,29;819,77;225,57;192,00;1,07;32,34;0,00;0,16;594,20;165,24;763,72;111,10;0,00;99,18;11,92;858,63;1955,54;923,33;603,01;483,91;10,17;310,15;20,97;289,18;0,00;791,08;388,63;152,63;0,00;152,63;0,00;249,83;1944,08;18386;2012,95;213845;88,295386;0;77,675526;0;262;428;259;110;0;369;78,40;30,46;375,84;453,73;0;938,4355017
2005;Santa Fe;4020,41;25131,13;;5314,91;3440,13;1874,78;4611,42;1600,28;1050,12;231,19;223,63;12,29;83,05;3011,14;428,99;274,50;147,57;0,05;116,54;30,98;3556,67;6015,83;3958,94;2704,91;2276,22;93,71;1160,32;527,50;632,82;0,00;747,37;637,78;68,23;15,72;52,51;0,00;41,36;5424,74;101366;1723,37;3177557;151,135803;0,00535;1446,570194;0;1777;3374;154;260;1;416;263,81;35,38;3168,42;224,99;0;3692,610171
2005;Santiago del Estero;309,54;;3928,60;1730,11;1516,63;213,48;1523,34;156,39;96,21;12,56;17,36;4,74;25,53;1366,95;149,68;57,09;89,57;0,57;75,38;13,61;1592,02;1819,68;1191,27;797,51;664,11;9,75;384,01;133,10;250,90;0,00;460,94;395,33;45,76;13,78;31,98;0,00;19,85;1652,21;39253;1301,44;839767;18,960529;0;548,374597;0;514;1081;49;112;0;161;117,65;7,78;954,93;37,87;0;1118,227729
2005;Tierra del Fuego;624,85;2229,90;;851,98;459,03;392,95;601,36;157,31;111,19;0,10;8,65;0,00;37,37;444,04;14,98;235,64;50,09;0,71;21,78;27,59;480,81;997,43;804,48;532,83;446,43;10,91;260,73;77,40;183,34;0,00;69,61;62,06;7,23;7,21;0,02;0,00;0,31;935,92;11637;2874,91;115286;45,318465;0;35,719492;0;387;468;16;63;0;79;328,53;39,14;145,29;43,48;0;556,4430354
2005;Tucuman;1023,83;5816,90;;2254,06;1673,69;580,37;2103,48;514,73;344,01;45,22;55,88;25,89;43,73;1588,75;84,94;65,65;332,31;0,00;95,52;236,78;1769,21;2586,37;1940,14;1254,69;1077,01;94,71;590,74;195,39;395,34;0,00;567,94;315,03;0,00;0,00;0,00;0,00;252,91;2508,08;63214;1310,58;1421824;66,770923;0,00535;694,22212;0;677;1438;42;146;0;188;24,81;9,01;1570,56;104,63;0,00;1709,013718
2006;Buenos Aires;29409,11;119254,60;108083,01;22152,05;10476,44;11675,61;19262,44;10602,00;6541,77;1167,50;909,45;687,43;1295,86;8660,44;1816,00;1073,61;954,98;0,00;772,51;182,43;11248,95;26731,50;21753,85;14462,96;12331,70;758,34;6532,55;2353,85;4160,05;18,65;1849,87;1282,08;281,57;123,16;158,41;0;286,22;27569,23;492000;1924,74;14784007;1984;0,073949;9430;0;5242;16657;545;1633;2;2179;261,51;785,03;15927,14;981,08;0,70;17955,53
2006;CABA;18695,57;;112414,07;7526,97;957,37;6569,61;6967,49;6164,75;4467,89;626,42;202,22;486,30;381,92;802,75;154,62;404,86;83,65;2,06;62,80;18,79;1020,17;7610,62;6868,50;5779,14;3948,37;176,68;912,68;850,40;62,05;0,23;1353,33;957,17;262,99;44,76;218,22;0,02;133,16;8221,83;129067;2353,20;3025772;9370;27,23957;7909;3;5580;22888;808;868;1081;2757;3879,49;4635,54;20664,46;8014,96;13,89;37208,34
2006;Catamarca;212,10;4166,22;;1518,57;1138,85;379,72;1223,73;115,78;88,97;7,85;10,61;8,33;0,02;1107,94;30,91;263,93;96,98;0,00;65,75;31,23;1204,60;1615,55;1170,77;794,77;662,75;35,06;340,94;93,95;246,99;0,00;413,94;268,40;114,58;23,08;91,50;0,00;30,96;1584,71;27218;1873,07;372937;29;0;493;0;257;780;53;118;0;171;2,22;6,67;730,68;121,96;0,00;861,53
2006;Chaco;266;3744;;2531,69;2237,28;294,41;2276,80;249,24;207,62;4,14;17,95;0,00;19,53;2027,56;209,72;45,17;199,41;11,90;158,35;29,16;2395,63;3044,63;2021,21;1459,05;1299,87;95,34;466,82;89,20;377,63;0,00;428,53;394,93;12,04;0,88;11,16;0,00;21,56;2960,22;46114;2146,55;1033865;81;0,007134;288;0;705;1074;54;107;0;161;18,02;33,09;1226,88;94,07;0,00;1372,06
2006;Chubut;424,26;3936,99;3930,31;3170,91;753,05;2417,85;1976,66;1261,99;311,95;0,26;45,66;0,00;13,31;714,66;38,39;1155,86;190,45;7,54;148,74;34,17;901,79;3656,11;1701,99;1249,72;991,98;31,52;206,59;90,35;116,24;0,00;770,58;456,29;259,47;8,31;251,16;0,00;54,83;2504,09;27808;2731,68;450549;160;0;240;0;288;689;114;141;1;255;29,59;71,06;792,87;150,65;0,00;1044,18
2006;Cordoba;3880,31;;24876,22;6365,37;4200,28;2165,09;5465,39;1848,88;1359,18;288,82;116,49;84,39;0,00;3616,51;583,78;316,21;308,76;23,99;193,45;91,32;4393,73;7863,09;5163,26;3340,39;2646,42;213,34;1609,53;577,53;1032,01;0,00;922,02;614,32;280,87;24,15;256,72;0,00;26,83;7846,62;94199;2143,05;3282680;424;0,049134;1720;0;1985;4129;230;255;1;486;38,13;111,84;4071,91;447,30;0,00;4669,18
2006;Corrientes;534,56;;4203,46;1932,38;1674,54;257,84;1769,36;202,32;113,30;34,39;24,28;0,00;30,35;1567,04;107,50;55,52;98,80;0,38;69,89;28,53;1744,43;2294,35;1545,46;1133,18;940,55;53,26;359,03;172,69;186,34;0,00;327,12;274,03;33,26;0,00;33,26;0,00;19,83;2192,25;45940;1566,84;991597;125;0,015989;306;0;621;1052;101;77;1;179;12,32;30,74;999,97;66,70;0,00;1109,73
2006;Entre Rios;1844,18;14548,04;12753,08;3035,78;2237,49;798,29;2629,32;622,76;325,83;132,87;55,63;45,27;63,17;2006,56;230,93;175,53;117,96;2,69;82,72;32,54;2320,21;3620,63;2460,47;1810,66;1536,84;71,33;578,48;272,25;306,23;0,00;399,88;341,83;51,67;21,92;29,76;0,00;6,38;3552,72;64136;1835,68;1229373;152;0,007134;572;0;673;1397;235;164;1;399;23,42;48,06;1469,61;140,49;0,00;1681,60
2006;Formosa;100,64;;1757,88;1703,64;1589,92;113,71;1563,68;84,61;62,97;0,87;9,52;0,00;11,26;1479,06;110,86;29,10;94,57;0,16;93,04;1,37;1682,96;1991,64;1275,28;930,69;744,51;63,16;281,44;102,76;178,67;0,00;400,64;326,51;70,28;2,24;68,04;0,00;3,85;1897,07;37270;1521,29;524805;67;0;109;0;388;564;137;126;0;262;2,20;42,11;734,83;219,11;0,00;998,25
2006;Jujuy;407,23;;2753,98;1536,60;1367,33;169,28;1334,55;144,18;98,89;10,07;18,05;0,37;16,81;1190,36;176,96;25,09;184,14;21,10;163,03;0,00;1530,36;1720,74;1403,30;946,59;849,15;55,92;400,79;161,23;239,56;0,00;285,15;258,18;14,26;1,23;13,03;0,00;12,70;1688,44;38515;1695,94;661667;46;0;342;0;447;835;83;167;0;249;4,32;19,92;1039,31;61,91;0,00;1125,45
2006;La Pampa;100,59;;2224,27;1489,37;879,81;609,56;1043,00;255,54;147,03;38,51;42,79;23,64;3,56;787,46;92,34;354,02;123,91;1,26;98,55;24,10;978,35;1757,15;1000,55;710,67;525,09;11,17;278,71;96,33;182,38;0,00;308,05;254,43;24,50;8,13;16,37;0,00;29,12;1413,62;;;;89;0,007444;197;0;231;517;111;63;1;175;54,08;35,16;474,29;139,97;0,00;703,51
2006;La Rioja;275,44;2174,32;2174,32;1295,74;1169,16;126,58;934,20;79,27;64,26;4,22;2,52;8,27;0,00;854,93;314,23;47,31;132,09;0,00;113,92;18,16;1283,08;1427,83;1071,48;625,04;480,10;18,10;428,34;157,24;271,11;0,00;276,68;270,84;2,10;30,26;-28,16;0,00;3,74;1348,16;25427;1452,43;327384;29;0;314;0;404;747;57;67;0;124;274,89;7,68;700,25;146,40;0,00;1129,22
2006;Mendoza;2043,21;13181,99;;3687,94;1839,89;1848,05;2732,69;994,15;668,91;98,49;112,78;106,97;7,00;1738,54;101,35;853,90;330,00;81,95;118,78;129,27;1958,68;4017,95;3064,79;2056,85;1706,66;160,60;847,33;302,87;544,46;0,00;676,79;613,53;63,26;18,26;45,00;0,00;0,00;3741,58;67618;1941,52;1693261;217;0;976;0;732;1926;135;126;1;262;32,64;56,68;1869,77;209,42;0,00;2168,51
2006;Misiones;752,07;4689,89;;2045,96;1605,87;440,10;1790,66;370,81;301,87;31,57;28,85;4,72;3,81;1419,85;186,02;69,28;187,99;0,58;157,27;30,15;1763,13;2435,47;1509,79;954,12;815,42;64,04;491,63;306,34;185,29;0,00;684,66;639,25;30,31;29,54;0,77;0,00;15,10;2371,86;41989;1484,93;1045534;129;0,009134;252;0;527;908;81;114;1;196;15,02;55,94;1011,79;157,96;0,00;1240,70
2006;Neuquen;707,21;13346,82;;3403,61;823,72;2250,20;1371,39;610,30;498,66;35,77;75,87;0,00;0,00;761,082;62,639;1639,901;72,145;11,274;37,460;23,411;861,181;3700,793;2508,612;1735,074;1247,800;51,077;722,461;238,370;484,091;0,000;589,190;295,194;152,719;10,066;142,653;0,000;141,277;3614,207;45410;2080,79;530219;104;0;187;0;305;596;72;55;1;128;27,14;26,88;534,39;106,92;0,00;695,34
2006;Rio Negro;513,55;4028,58;;1862,54;1097,62;764,92;1440,74;393,93;271,38;41,55;37,68;35,37;7,95;1046,82;50,81;370,99;126,13;0,68;101,48;23,96;1199,10;1988,67;1684,02;1251,03;913,11;74,63;358,36;92,71;265,65;0,00;276,34;251,81;21,47;2,10;6,37;13,00;3,07;1960,37;38364;1830,86;590871;107;0,014334;429;0;314;850;121;104;0;225;30,09;34,39;905,20;206,18;0,01;1175,89
2006;Salta;324,39;3561,27;;2216,77;1712,49;504,28;2052,21;434,38;343,87;7,49;62,00;0,00;21,01;1617,84;94,65;69,90;138,52;2,71;116,67;19,14;1829,17;2355,29;1700,45;1096,42;883,74;51,41;552,62;161,89;390,73;0,00;529,30;440,57;88,73;14,37;74,36;0,00;0,00;2229,75;46453;1463,42;1181886;124;0,007134;552;0;588;1264;140;113;0;253;25,67;35,52;1348,93;193,72;0,00;1603,83
2006;San Juan;574,65;3399,91;;1767,57;1428,24;295,86;1595,68;229,92;154,35;17,65;14,99;21,98;20,95;1365,76;62,48;109,41;297,57;0,02;280,65;16,91;1708,89;2065,15;1252,04;922,25;774,82;41,39;288,40;97,53;190,12;0,75;690,24;603,45;5,97;0,44;5,53;0,00;80,82;1942,29;30446;1957,62;676189;46;0,000055;461;0;399;907;65;207;1;273;1,93;14,81;1135,82;252,52;0,00;1405,07
2006;San Luis;1224,54;3375,26;;1315,97;1012,26;303,71;1203,27;266,29;176,61;29,35;22,11;14,02;24,20;936,98;75,28;37,42;101,49;1,51;2,66;97,32;1014,92;1417,46;781,98;563,23;443,90;10,81;207,94;95,71;112,23;0,00;642,78;402,03;240,75;240,75;0,00;0,00;0,00;1424,76;;;;57;0,007134;241;0;306;604;39;41;0;80;50,73;32,96;558,63;70,85;0,00;713,17
2006;Santa Cruz;;;;2290,49;966,07;1324,42;1041,45;322,83;283,10;1,00;38,58;0,00;0,15;718,62;247,45;1001,59;346,17;0,00;286,72;59,45;1252,79;2720,33;1208,70;780,72;620,83;18,52;409,45;102,04;307,41;0,00;1180,78;568,80;246,05;20,11;225,95;0,00;365,92;2682,92;18444;2579,93;217846;114;0;91;0;321;525;110;329;0;439;65,26;45,62;628,76;722,73;0,00;1462,37
2006;Santa Fe;4454,01;26678,63;;6307,19;4041,98;2265,21;5590,08;1886,45;1270,19;245,22;274,52;15,63;80,88;3703,63;338,35;378,76;310,38;0,82;263,57;45,99;4305,55;7395,33;4949,84;3486,04;2992,25;93,31;1370,49;674,74;695,75;0,00;1278,26;1018,22;148,95;29,83;119,12;0,00;111,09;7158,65;102640;2236,84;3199248;188;0,007134;1928;0;1861;3977;208;328;1;537;209,82;40,61;3866,38;426,24;0,00;4543,05
2006;Santiago del Estero;291,58;;4281,30;2077,04;1851,57;225,47;1873,82;184,99;125,47;16,09;20,22;6,39;16,83;1688,82;162,75;40,47;135,72;1,25;106,56;27,92;1958,13;2212,76;1624,92;1060,89;862,48;59,37;504,66;178,91;325,74;0,00;733,37;607,15;79,41;34,56;44,85;0,00;46,82;2358,29;41230;1609,13;848196;21;0;487;0;548;1057;147;161;0;308;94,61;4,94;1123,16;122,28;0,00;1344,99
2006;Tierra del Fuego;650,27;2350,05;;1123,31;557,08;566,23;792,46;252,49;167,31;0,26;45,15;0,00;39,76;539,97;17,11;313,74;119,71;1,27;66,98;51,46;624,06;1377,50;1090,34;719,50;623,74;8,07;362,77;95,38;267,39;0,00;123,16;118,69;4,47;4,39;0,08;0,00;0,00;1294,22;12493;3752,69;118899;90;0;55;0;461;606;18;76;0;94;399,92;82,80;215,66;79,87;0,00;778,25
2006;Tucuman;1179,15;6450,92;;2758,16;2084,43;673,72;2560,69;602,07;420,13;40,73;66,31;26,89;48,01;1958,63;125,80;71,66;418,42;0,00;182,20;236,22;2266,63;3176,57;2504,88;1687,42;1481,09;85,01;732,44;293,94;438,50;0,00;712,74;436,95;2,05;2,05;0,00;0,00;273,75;3217,62;67255;1694,00;1439575;98;0,007134;819;0;772;1689;66;202;0;268;23,77;8,55;2102,68;138,38;0,00;2273,39
2007;Buenos Aires;33015,76;131550,30;118603,29;28051,88;14038,43;14013,45;24148,32;13029,15;8506,27;1224,29;1153,00;804,10;1341,50;11119,17;2919,27;984,30;960,93;0,00;804,88;156,02;14843,31;33494,48;27054,34;18381,39;15855,83;900,75;7772,21;2779,47;4968,69;24,05;2624,21;1615,46;459,50;141,98;306,32;11,2;549,25;34710,79;521807;2333,54;14917940;2670;0;13463;0;6013;22147;720;1920;1;2641;201,07;1167,66;22619,32;909,41;0,73;24898,25
2007;CABA;18742,70;;121983,39;9536,62;1238,95;8297,66;8870,87;7806,64;5772,75;656,10;281,22;638,12;458,45;1064,23;174,73;491,02;64,37;0,53;47,47;16,37;1286,42;9600,99;8582,64;7250,29;5056,22;123,47;1208,88;1124,23;84,61;0,04;1362,88;1092,50;236,94;30,22;206,72;0,00;33,44;9945,52;139463;2788,84;3034161;11619;25;11943;4;9085;32676;735;1006;1029;2770;4037,82;5582,34;34658,29;14895,19;34,48;59208,12
2007;Catamarca;;;;2193,79;1492,42;701,37;1605,19;151,12;116,49;9,44;14,14;10,78;0,27;1454,06;38,36;550,25;127,47;0,00;77,95;49,53;1570,37;2321,27;1668,23;1086,35;918,70;35,70;546,18;200,55;345,63;0,00;575,68;417,05;106,71;22,69;84,02;0,00;51,92;2243,91;31656;2232,40;380612;29;0;625;0;332;986;26;157;0;183;2,74;11,90;1037,34;84,93;0,00;1136,91
2007;Chaco;288;4087;;3345,35;2952,64;392,70;3007,62;333,27;276,61;6,67;23,33;0,00;26,66;2674,36;278,29;59,44;323,47;54,79;243,29;25,39;3195,93;4128,56;2853,91;2085,28;1793,08;111,31;657,32;183,54;482,29;-8,51;720,42;572,11;107,64;3,14;7,37;97,13;40,67;4169,35;45681;2986,65;1042881;105;0;393;0;784;1282;36;232;0;268;22,79;49,82;1248,83;131,06;0,00;1452,50
2007;Chubut;460,84;4236,49;4229,18;2651,13;977,08;1674,05;1443,47;520,01;434,45;0,05;68,91;0,00;16,60;923,46;53,62;1154,04;238,22;1,44;127,83;108,95;1104,91;3259,28;2159,39;1566,41;1228,37;33,92;276,45;129,59;146,86;0,00;836,90;497,92;266,82;18,79;248,04;0,00;72,15;3030,21;28506;3297,15;455607;215;0;307;0;325;847;105;227;1;333;38,11;135,86;661,62;216,96;0,00;1052,55
2007;Cordoba;4142,02;;26862,91;8127,71;5524,35;2603,36;7037,01;2279,77;1747,14;289,54;144,64;98,46;0,00;4757,24;767,11;323,59;425,80;52,62;276,31;96,88;5800,66;10135,54;6659,05;4420,85;3499,11;254,55;1983,65;725,62;1325,11;-67,08;1146,35;949,93;160,43;54,99;105,44;0,00;35,99;10127,91;100658;2652,46;3311280;565;1;2149;0;2373;5087;815;295;2;1111;54,84;150,72;3894,60;350,83;0,00;4451,00
2007;Corrientes;597,55;;4427,94;2526,99;2188,30;338,69;2329,01;268,61;198,97;26,78;41,98;0,00;0,88;2060,40;127,90;70,08;142,24;0,20;109,88;32,16;2298,18;3044,70;2054,57;1544,20;1267,12;65,45;444,92;181,08;263,85;0,00;418,77;337,39;81,03;0,02;81,01;0,00;0,35;2848,66;45118;2151,54;1002416;174;0;395;0;808;1377;252;162;1;415;46,22;46,29;995,45;146,87;0,00;1234,83
2007;Entre Rios;2062,57;15917,27;13919,24;3981,95;3036,32;945,63;3437,84;804,88;434,42;141,74;82,19;60,46;86,07;2632,97;403,35;140,76;168,71;1,13;134,28;33,31;3170,59;4754,62;3230,61;2372,52;2061,29;80,77;777,32;370,48;406,84;0,00;455,81;373,41;59,50;14,43;45,07;0,00;22,90;4591,54;65169;2423,45;1242547;196;0;723;0;845;1764;338;177;1;516;33,99;68,80;1432,96;258,16;0,00;1793,92
2007;Formosa;109,43;;1884,51;2262,10;2095,76;166,34;2069,04;124,23;99,14;2,17;13,98;0,00;8,94;1944,81;150,95;42,11;130,86;3,26;124,02;3,59;2219,78;2623,72;1639,66;1223,50;979,42;79,91;336,26;133,59;202,66;0,00;652,40;622,43;27,53;3,69;23,84;0,00;2,44;2568,54;39204;1903,91;532238;94;0;145;0;492;731;132;167;0;299;14,42;56,14;640,77;285,39;0,00;996,71
2007;Jujuy;;;;2067,26;1851,13;216,13;1742,50;184,11;129,94;10,36;24,85;0,00;18,96;1558,39;292,74;32,02;176,49;17,64;155,78;3,07;2006,90;2243,74;1941,40;1313,99;1185,62;76,21;551,20;221,54;329,67;0,00;395,25;360,52;19,04;12,86;6,18;0,00;15,69;2336,65;41838;2179,87;670766;63;0;440;0;517;1020;26;200;0;226;10,55;28,79;1031,07;102,81;0,00;1173,23
2007;La Pampa;102,26;;2317,45;1670,50;1135,04;535,46;1352,20;328,73;194,71;42,68;50,99;28,92;2,97;1023,48;111,56;206,74;117,82;1,81;89,01;27,00;1224,05;1921,55;1229,68;878,30;683,29;10,31;341,07;140,42;200,65;0,00;463,40;411,61;10,25;0,00;10,25;0,00;41,53;1869,27;;;;100;0;276;0;301;677;55;103;1;159;87,19;30,25;510,00;99,43;0,00;726,86
2007;La Rioja;288,38;2207,05;2207,05;1572,77;1418,03;154,74;1215,49;98,40;84,08;3,48;1,85;8,99;0,00;1117,08;300,95;56,34;157,14;0,00;150,02;7,11;1568,06;1729,91;1349,05;805,46;656,01;18,53;525,06;229,02;296,04;0,00;230,01;210,68;15,89;5,31;10,59;0,00;3,44;1579,06;27252;1851,69;334235;43;0;407;0;469;919;158;175;0;334;249,84;12,59;715,00;144,87;0,00;1122,30
2007;Mendoza;2148,56;14346,60;;4497,42;2448,84;2048,58;3448,77;1183,39;804,03;114,64;137,83;119,26;7,63;2265,38;183,46;865,19;233,78;17,90;160,55;55,33;2609,39;4731,20;3896,52;2776,61;2212,90;129,60;990,31;404,63;585,68;0,00;874,24;454,93;132,50;21,19;111,31;0,00;286,81;4770,76;72118;2360,34;1711416;283;0;1222;0;958;2463;180;200;2;382;46,12;81,24;1940,41;192,53;0,00;2260,31
2007;Misiones;787,52;5172,69;;2685,88;2103,17;582,71;2357,18;499,51;406,22;32,51;50,77;6,85;3,16;1857,67;245,50;83,20;227,41;0,94;189,93;36,54;2293,10;3162,07;1992,80;1275,78;1081,75;74,79;642,23;404,48;237,75;0,00;1005,92;901,01;71,13;69,72;1,41;0,00;33,78;3204,78;44980;1839,76;1061590;166;0;339;0;669;1174;82;165;1;247;24,01;73,22;935,17;159,69;0,00;1192,09
2007;Neuquen;761,70;13526,99;;3918,86;1060,21;2707,22;1775,59;786,54;640,53;37,83;108,17;0,00;0,00;989,048;71,166;1920,678;86,891;11,469;49,563;25,859;1109,777;4275,924;3191,621;2255,987;1651,644;99,859;835,775;282,025;553,750;0,000;758,431;451,194;127,310;9,265;118,045;0,000;179,927;4330,562;49347;2564,65;538952;153;0;240;0;351;744;54;167;1;223;18,65;60,27;485,68;81,44;0,00;646,03
